# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(18,16),(18,20),0.0566172 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0558653 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0516371 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0573053 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0569348 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0851869 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0806096 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0764613 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0689512 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0851869 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0711202 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0233864 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0197574 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0191214 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0202151 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0216664 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0173943 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0167584 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0178521 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0233881 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0198648 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.022734 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0314241 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0191258 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0194421 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0216664 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0310519 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0317749 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0317749 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0321364 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0351123 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0310519 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0317749 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0317749 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0321364 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0321364 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0310519 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0318793 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0320804 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0310519 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0310519 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0324979 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0317749 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0504738 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0517734 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0489554 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.0509329 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0506381 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.031739 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.031739 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0306061 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0321823 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.030284 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.031739 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.031739 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0306061 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0306061 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0301262 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0305819 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0305819 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.030284 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0302051 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0325804 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.031739 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0492646 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0491836 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0487495 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0504214 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0487495 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0338044 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0319336 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0330581 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0330572 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0338044 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0338044 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0319336 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0319336 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0308492 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0345844 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0321636 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0330572 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0319532 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0354563 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0338044 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.052857 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0533383 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0494725 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.0558761 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0319336 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0332108 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0333627 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0338044 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0338044 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0319336 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0319336 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0308492 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0347371 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0323163 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0333627 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.032106 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0354563 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0338044 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0530097 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0533383 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.0494725 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0560289 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0325438 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0304877 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0328489 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0328489 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0308492 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0308492 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0304877 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0304877 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0307316 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0304877 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0304877 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0352101 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0328489 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0506018 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0493549 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0493549 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0517498 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0500779 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0315238 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0315238 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0311623 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0311623 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0308008 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0322468 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0315238 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0505814 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0497264 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0497264 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0527261 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0497264 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0327006 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0327006 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0327006 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0327006 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0319776 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0336324 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0329501 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0319776 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0319776 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0334236 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0327006 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0518015 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0545913 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0489554 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0512384 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.0501519 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0338044 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0319336 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0319336 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0308492 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0345844 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0321636 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0330572 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0319532 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0354563 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0338044 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.052857 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0533383 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0494725 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0558761 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0319336 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0319336 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0308492 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0347371 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0323163 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0333627 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.032106 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0354563 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0338044 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0530097 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0533383 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0494725 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0560289 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0308492 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0304877 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0304877 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0307316 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0304877 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0304877 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0352101 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0328489 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0506018 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0493549 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0493549 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0517498 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0500779 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0304877 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0304877 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0307316 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0304877 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0304877 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0352101 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0328489 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0506018 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0493549 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0493549 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0517498 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0500779 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0305819 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0311694 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0305819 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0305819 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0326154 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0318924 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0491462 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0487495 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0487495 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0504214 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0487495 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.030363 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0314755 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0308008 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0374105 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0346684 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0497726 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0487495 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0487495 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0537009 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0487495 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0304317 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0302789 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0375876 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0343961 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0503671 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0487495 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0487495 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0531851 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0319776 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0334236 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0327006 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0518015 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0545913 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0489554 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0512384 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0501519 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0324979 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0317749 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0504738 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0517734 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0489554 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0509329 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0506381 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.034792 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0543978 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0541117 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.049834 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0586455 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.049834 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.052857 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0533383 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0494725 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0558761 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0494725 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0165144 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0165144 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0165144 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0217341 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0167584 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0176461 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0262709 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0167204 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0167204 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0174434 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0325773 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0327479 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0331034 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.037395 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0327479 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0327479 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0320249 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0369003 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0339699 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.037395 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.03471 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0331298 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0339699 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.0680766 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0554273 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.059357 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0575835 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0333046 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0333046 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.0308759 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0307575 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0364434 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0333046 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0333046 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0308759 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0308759 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0307575 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0339119 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0318243 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0364434 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0336004 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.033423 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0333046 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0318243 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0573018 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0493019 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0526206 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.0495386 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0357103 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0325438 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.032335 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.041663 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0357103 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0357103 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0325438 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0325438 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0321823 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0386161 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0341077 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.041663 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0369227 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0362777 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0357103 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0341077 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0676017 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0533235 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0606509 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0535602 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0325438 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0324878 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.0419685 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0357103 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0357103 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0325438 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0325438 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0321823 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0387689 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0342605 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0419685 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0370754 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0362777 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0357103 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0342605 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0676017 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0533235 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0608036 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0535602 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0301262 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0354963 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0325078 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.0325078 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0301262 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0301262 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0301262 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.0328248 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0309811 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0354963 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0328112 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0337845 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0325078 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0309811 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0557628 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0487495 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0524296 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0497092 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0354963 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.031231 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.031231 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0301262 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0301262 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0301262 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0328248 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0307372 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0354963 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0328112 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.031231 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.031231 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0307372 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0557628 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0487495 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0528084 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0489862 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.0350285 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0350285 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0342852 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0342852 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0339237 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0409758 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0361182 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0392938 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0366087 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0350285 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0350285 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0361182 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0801844 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0618992 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.0664399 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.0638059 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0357103 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0325438 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0325438 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0321823 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0386161 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0341077 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.041663 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0369227 # DEPENDENCYPART_SIBL
