# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(14,3),(14,4),0.0330572 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0330581 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0330581 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0338027 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0319336 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0330572 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0317173 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0330181 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.034792 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0338027 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.049834 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0380422 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0380422 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0336324 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0327006 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0319776 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0319776 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0330621 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0327006 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0336324 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0501519 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0342063 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0308008 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0311623 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0308008 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0308008 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0315238 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0315238 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0308008 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0497264 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0308008 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0311623 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0308008 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0308008 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0315238 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0315238 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0308008 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0497264 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0304877 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0328248 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0301262 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0308492 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0329867 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0322572 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0487495 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0304877 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0304877 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0312107 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0328489 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0304877 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0500779 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0319776 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0330621 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0327006 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0336324 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0501519 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.031086 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0320547 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0305819 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0487495 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0345345 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0308492 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0504394 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.033021 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0494725 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0487495 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0315786 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0332938 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0336747 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0317721 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0317721 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0336385 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0312171 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0336747 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0321974 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0315786 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0327263 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0336385 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0326282 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0346049 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0304317 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0307372 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0307372 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0305844 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0301262 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0304317 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.030363 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0323655 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0305844 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0306756 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0336747 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0317721 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0317721 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0344201 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0312171 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0336747 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0321974 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0315786 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.033714 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0344201 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0326282 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0341162 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0341162 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0334613 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0314042 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0313482 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0312795 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0314042 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0310427 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0334613 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0326262 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0314118 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0305844 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0301262 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0304317 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.030363 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0301262 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0305844 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0304317 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0305844 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0301262 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0304317 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.030363 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0301262 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0305844 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0304317 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0302789 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0332831 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0305158 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0302789 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0324164 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0328682 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0307028 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0304317 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.030363 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0314029 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0305844 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0306756 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0312795 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0314042 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0310427 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0334613 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0326262 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.030363 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0313317 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0310402 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0308874 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0323655 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0305844 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0306756 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0336385 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0326282 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0307028 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.01398 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),1.92537 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.08803 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),1.11957 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),1.15123 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),1.15495 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),1.06501 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),1.0818 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),1.07911 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),1.0689 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),1.97147 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),1.15625 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),1.28733 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),1.07442 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),1.8994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),1.07119 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),1.10196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),1.13361 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),1.13485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),1.04958 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),1.06496 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),1.06143 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),1.0534 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),1.13615 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),1.26634 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.85113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.0339 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),1.08803 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),1.11957 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),1.15123 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),1.15495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),1.06501 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),1.0818 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),1.07911 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),1.0689 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),1.97147 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),1.15625 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),1.28733 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),1.07442 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.8268 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.01838 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.93319 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),1.11481 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),1.14646 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),1.13898 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),1.05371 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),1.06909 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),1.06648 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),1.05753 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),1.95784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),1.14028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),1.27206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),1.06171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),1.13429 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),1.13559 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),1.04958 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),1.06496 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),1.06143 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),1.0534 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),1.13689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),1.26634 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),1.11072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),1.13559 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),1.04958 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),1.06496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),1.06143 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),1.0534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),1.13689 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),1.26634 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),1.11072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),1.14238 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),1.05053 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),1.06496 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),1.06343 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),1.05435 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),1.13615 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),1.27013 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),1.11072 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),1.14238 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),1.14603 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),1.06496 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),1.06143 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),1.0534 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),1.13615 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),1.26634 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.8268 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),1.01838 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),1.93319 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),1.08997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),1.12527 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),1.15692 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),1.15277 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),1.06795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),1.06648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),1.05753 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),1.95784 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),1.14028 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),1.27206 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),1.06171 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.83492 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),1.02056 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),1.94132 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),1.1029 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),1.11872 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),1.15038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),1.15808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),1.07013 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),1.09667 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),1.05862 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),1.96608 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),1.14283 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),1.27494 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),1.06304 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),1.11072 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),1.14238 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),1.14603 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),1.06213 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),1.07623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),1.07256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),1.95026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),1.13615 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),1.26634 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.85113 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),1.0339 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),1.96829 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),1.10036 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),1.12747 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),1.15913 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),1.1686 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),1.0817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),1.09413 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),1.08986 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),1.08882 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),1.15625 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),1.28733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),1.07442 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.81661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),1.01256 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),1.92301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),1.08246 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),1.11072 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),1.14238 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),1.14603 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),1.06213 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),1.07623 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),1.07256 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),1.06747 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),1.96911 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),1.27013 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),1.05758 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.82095 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),1.01714 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),1.92843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),1.09109 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),1.11956 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),1.15122 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),1.1482 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),1.06563 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),1.08486 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),1.07497 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),1.07206 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),1.97345 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),1.1495 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),1.05898 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.8217 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.01547 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),1.9281 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),1.08629 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),1.11799 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),1.14965 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),1.1494 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),1.06504 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),1.08006 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),1.07618 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),1.07039 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),1.97421 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),1.1507 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),1.28147 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),1.22527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),1.07692 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.809234 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),1.50496 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),1.50718 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.864415 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.878029 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.78806 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.887291 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.757065 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),1.24113 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.903147 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),1.83999 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),0.775849 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),1.23607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.80383 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.811356 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),1.50688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),1.50911 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.867814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.879387 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.790182 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.89022 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.758502 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),1.24599 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.906547 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),1.84514 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.777971 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),1.2274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.80056 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.08914 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),1.51374 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),1.51596 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.86509 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.878704 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.788735 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.888272 # DEPENDENCYPART_GRANDPAR
