# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(17,13),(17,16),0.0322831 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0495664 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0545913 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0501519 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0330797 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0548046 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0530272 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0504656 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0494897 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0165144 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0174434 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0262709 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0307347 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0302789 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0304317 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0301262 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0354746 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0313318 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0343961 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0307347 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0313318 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0302789 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0302789 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0304317 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0375876 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0307347 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0302446 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0314755 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0301262 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0331051 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0304877 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0329867 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0323642 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0304877 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0302446 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0302446 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0314755 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0349471 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0315825 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0487495 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0304317 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0301262 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0354746 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0313318 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0343961 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0307347 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0313318 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0302789 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0302789 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0304317 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0375876 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0307347 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0319776 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0327006 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0327006 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0327006 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0336324 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0327006 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0329501 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0329501 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0319776 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0334236 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0336324 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0380422 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0319776 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0545913 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0501519 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0321948 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0306061 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.031739 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0305819 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0306061 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0305819 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0305819 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.030284 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0325804 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0305819 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0321823 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0491836 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0487495 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0319336 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0338044 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0350401 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0319336 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0327377 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0327377 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0330572 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0354563 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0334768 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0330581 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0308492 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0534567 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0328489 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0304877 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0308492 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0307316 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0307316 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0304877 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0352101 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0304877 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0325438 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0304877 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0493549 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0500779 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0345844 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0319336 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0321636 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0321636 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0330572 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0354563 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.033021 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0330581 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0308492 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0533383 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0304877 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.030363 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.030363 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0314755 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0374105 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0323642 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0487495 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0307316 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0307316 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0304877 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0352101 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0304877 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0325438 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0304877 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0493549 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0500779 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0302789 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0304317 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0375876 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0307347 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0304317 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0375876 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0307347 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0494725 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0334236 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0336324 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0380422 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0319776 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0545913 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0501519 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0338027 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0330581 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0308492 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0541117 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.049834 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0323351 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0301262 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0487495 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0308008 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0497264 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0497264 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0487495 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0487495 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0262709 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0404028 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0387077 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0353575 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0355078 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0560589 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0380645 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0516751 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0428662 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0380645 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0387077 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0387077 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0353575 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0615576 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0404028 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0352048 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.035052 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0387077 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0594736 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0373593 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0349689 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0340753 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0498874 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0349436 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.0474237 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0441708 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0349436 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0373593 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0373593 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0349689 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0548441 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.040144 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0337723 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0336195 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0373593 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0528061 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0353575 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0355078 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0560589 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0380645 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0516751 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0428662 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0380645 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0387077 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0387077 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0353575 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0615576 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0404028 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0352048 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.035052 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0387077 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0594736 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0313049 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0426051 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0328962 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0403783 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0392539 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0328962 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.035686 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.035686 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0308492 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0453239 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0367905 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0330061 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0308492 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.035686 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0550025 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0458618 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0332912 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0427235 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0393917 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0332912 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0361447 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0361447 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0318882 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0479058 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0369283 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0317303 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0317303 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0361447 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0512428 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0379035 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0488113 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.051197 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0379035 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0433452 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0433452 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.038426 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0545303 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0456069 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0363706 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0362179 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0433452 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0667026 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0430855 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0381142 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0326884 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0353551 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0353551 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0313643 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.050223 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0356508 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0313643 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0313643 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0353551 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0543736 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0492555 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0368735 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0411669 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0411669 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.037396 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0535004 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0436654 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0353407 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0351879 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0411669 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0645442 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0375255 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0401779 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0401779 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0375507 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0623528 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0442892 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0363541 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0362014 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0401779 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0544879 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0353551 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0353551 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0313643 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.050223 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0356508 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0313643 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0313643 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0353551 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0543736 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0387077 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0353575 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0615576 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0404028 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0352048 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.035052 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0387077 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0594736 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0353575 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0615576 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0404028 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0352048 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.035052 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0387077 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0594736 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0453239 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0367905 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0330061 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0308492 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.035686 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0550025 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0476855 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0377974 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0376447 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0436236 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0711202 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0337723 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0336195 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0373593 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0528061 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0301262 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0336291 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0511244 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0336291 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0511244 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0594736 # DEPENDENCYPART_SIBL
(20,1),(20,2),0.0316512 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.0308899 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0310427 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0305501 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.0350571 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.0312759 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0339787 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0316512 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0312759 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.0308899 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0308899 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0310427 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0364471 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0316512 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0313482 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0304317 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0308899 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0339787 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0307028 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0319337 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.0303973 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0325349 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0302789 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0324164 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0329752 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0302789 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0307028 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0307028 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0319337 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0336539 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0321935 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0311954 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0302789 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0307028 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0324164 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0310427 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0305501 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0350571 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0312759 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0339787 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0316512 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0312759 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0308899 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0308899 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0310427 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0364471 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.0316512 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0313482 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0304317 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0308899 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0339787 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0311611 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0310427 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.0314042 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0310427 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0334613 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0314042 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0326262 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0326262 # DEPENDENCYPART_SIBL
