# _root_ Gruča drugih , ki so stali naokoli s kozarci v rokah , je opazovala prizor .
#goldHeads=14,1,4,2,6,4,6,6,8,9,10,4,14,0,14,0,
#predictedHeads=4,4,4,0,6,4,4,4,4,4,4,4,14,4,4,0,
(14,6),(14,11),0.0411669 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.037396 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0535004 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0748796 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0645442 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.037976 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0371924 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0407106 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0371924 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0325412 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0481643 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0544366 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0512428 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0373593 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0419671 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0373593 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0349689 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0548441 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0592793 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0528061 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0431374 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0387077 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0353575 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0615576 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0646514 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0594736 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0382708 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0358804 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0575787 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0592793 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0528061 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0353575 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0615576 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0646514 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0594736 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0453239 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0568878 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0550025 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0851869 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0711202 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0216664 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0313318 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0304317 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0301262 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0354746 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0343961 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0302051 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0307347 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0302789 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0311905 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0302789 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0304317 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0375876 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0343961 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0304877 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0304877 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0328489 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0328489 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0305666 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0304877 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0307316 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0304877 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0307316 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0304877 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0352101 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0328489 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0500779 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0319776 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0327006 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0327006 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0324655 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0349818 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0329501 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0336324 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0329501 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0319776 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0334236 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0327006 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0501519 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0321948 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.031739 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0301262 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0305819 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0305819 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0310377 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0305819 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.030284 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0325804 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.031739 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0338044 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0315366 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0334768 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0327377 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0343883 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0327377 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0330572 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0354563 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0338044 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0315366 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.033021 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0321636 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0334768 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0321636 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0330572 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0354563 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0338044 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0307004 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0307004 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0311561 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0307004 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0301262 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0321463 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0314233 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0302446 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0315825 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0302446 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0314755 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0349471 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0329867 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0311905 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0302789 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0304317 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0375876 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0343961 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0302446 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0314755 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0358586 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0334424 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0304317 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0375876 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0343961 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0334236 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0327006 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0501519 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.034792 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.049834 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0494725 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0312759 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0310427 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0305501 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0350571 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0339787 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0305106 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0316512 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0308899 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.032107 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0308899 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0310427 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0364471 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0339787 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0308899 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0304317 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0302446 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0314029 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0314029 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0302051 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0305844 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0306756 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0305844 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0306756 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0304317 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0326797 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0314029 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0306756 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0311611 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0310427 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0310427 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0315306 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0348106 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0326262 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0334613 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0326262 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0313482 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0310427 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0310427 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0326262 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0314718 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.031016 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0310402 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0308874 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.031496 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0308874 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0305896 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0311344 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.031016 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0308874 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0327263 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.031543 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0340942 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0332024 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0350058 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0332024 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0336747 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0332938 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0327263 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0332024 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.031543 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0336385 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0326282 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0340942 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0326282 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0336747 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0332938 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0327263 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0326282 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0311586 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0310059 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0316144 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0310059 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0304317 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0307004 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0307004 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0310059 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0307028 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0321935 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0307028 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0319337 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0336539 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0324164 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0307028 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.032107 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0308899 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0310427 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0364471 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0339787 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0308899 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0307028 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0319337 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0345654 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0328722 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0307028 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0310427 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0364471 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0339787 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0308899 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0310427 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0310427 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0326262 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.033714 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0326282 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0326282 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.07149 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),1.1154 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.08881 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),1.86718 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),1.90282 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),1.0297 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),1.15243 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),1.22503 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),1.1679 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),1.25539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),1.1147 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),2.09943 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),2.0403 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),1.31597 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),1.08723 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.22534 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),1.11333 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),1.08638 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),1.86645 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),1.90209 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),1.02898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),1.1508 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),1.22035 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),1.16626 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),1.25071 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),1.11263 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),2.09871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),2.03957 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),1.31129 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),1.08583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.23276 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.08898 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),1.09143 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),1.87403 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),1.90967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),1.03311 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),1.15493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),1.22607 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),1.17039 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),1.25643 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),1.11676 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),2.10628 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),2.04715 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),1.31702 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),1.08996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.23134 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.08788 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.14162 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),1.87709 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),1.91273 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),1.03246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),1.15449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),1.22527 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),1.16995 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),1.25563 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),1.11647 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),2.10935 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),2.05021 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),1.31622 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.0892 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.251 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.10272 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.1425 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.11382 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),1.9233 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),1.04503 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),1.1709 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),1.24134 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),1.18682 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),1.2717 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),1.12947 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),2.12467 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),2.06078 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),1.33229 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),1.10267 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),1.10272 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.1425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.11382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),1.92165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),1.04503 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),1.1709 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),1.24134 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),1.18682 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),1.2717 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),1.12947 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),2.12467 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),2.06078 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.33229 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),1.10267 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.22534 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.08316 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),1.12461 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.09732 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),1.8853 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),1.92094 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),1.1508 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),1.22035 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),1.16626 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),1.25071 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),1.11263 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),2.09871 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),2.03957 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),1.31129 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),1.08583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.23022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),1.08316 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),1.12461 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),1.09664 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),1.8853 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),1.92094 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),1.03985 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),1.22414 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),1.16626 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),1.2545 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),1.11263 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),2.09871 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),2.03957 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),1.31508 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),1.08583 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.22822 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),1.08665 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),1.13323 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),1.09929 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),1.88964 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),1.92528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),1.04202 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),1.16415 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),1.1679 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),1.25539 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),1.1147 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),2.09943 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),2.0403 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),1.31597 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),1.08723 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.23046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),1.08316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),1.12461 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),1.09664 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),1.8853 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),1.92094 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),1.03985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),1.16198 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),1.23655 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),1.25564 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),1.11263 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),2.09871 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),2.03957 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),1.31622 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),1.08583 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.22822 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),1.08665 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),1.13323 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),1.09929 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),1.88964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),1.92528 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),1.04202 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),1.16415 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),1.23431 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),1.17961 # DEPENDENCYPART_GRANDPAR
