# _root_ " Ima se za gostilničarja , pa ne ve , kaj je polič . "
#goldHeads=7,7,2,2,4,7,0,9,7,12,12,9,12,7,7,
#predictedHeads=7,7,7,7,4,7,0,7,7,7,7,7,7,0,0,
(14,9),(14,11),0.0312171 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0332938 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0326282 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0497819 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0314042 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0310427 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0326262 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0514299 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0326797 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0306756 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.049834 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0326282 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0497819 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0509669 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0305844 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0313074 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0320228 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0320712 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0308899 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0307028 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0305844 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0305844 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0308899 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0313074 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0305844 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0320712 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0307372 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0315786 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0336385 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0326282 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0336747 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0315265 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0308556 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0327263 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0336747 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0312171 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0332938 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0326282 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0322651 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0305844 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0306756 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0304317 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0302446 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0301262 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0323655 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0304317 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0346049 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0306756 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0302789 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0307028 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0319337 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0303973 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0302789 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0324164 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0319337 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0302789 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0336539 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0307028 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0311063 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0310427 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0305501 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0304317 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0339787 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0310427 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0312759 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0364471 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0308899 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0307372 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0311611 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0310427 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0310427 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0313482 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0314042 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0310427 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0326262 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0311954 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0301262 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0314718 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0305896 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0302446 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0315902 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0313432 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0303579 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0313011 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0304317 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0301262 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0313011 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0316066 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0302789 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0336747 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0312171 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0332938 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0326282 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0322651 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0314042 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0310427 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0326262 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0311954 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0326797 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0306756 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0302789 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0326282 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0322651 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0307372 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.74905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),1.00544 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.08008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),1.1895 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),1.044 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),1.05168 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.977213 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),1.89562 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),1.04472 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),1.03793 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),2.00215 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),1.2516 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),1.04655 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),1.0462 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.04202 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),1.01888 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),1.09812 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),1.2073 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),1.05877 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),1.06614 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.989398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),1.91304 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),1.0595 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),1.05129 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),2.02433 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),1.26939 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),1.06133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),1.06134 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.02412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.76411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),1.07802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),1.1863 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),1.04193 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),1.0487 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.975148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),1.89183 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),1.04266 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),1.03587 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),1.99836 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),1.2484 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),1.04449 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),1.04414 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.02412 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.76411 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.01745 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),1.1904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),1.04193 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),1.0497 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.975148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),1.89183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),1.04266 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),1.03681 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),1.99836 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),1.2525 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),1.04449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),1.04414 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.02952 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.76845 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.02203 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.09137 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),1.04401 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),1.05061 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.975871 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),1.89255 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),1.04473 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),1.03674 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),1.99908 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),1.25308 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),1.04588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),1.04553 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.03086 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),1.7743 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.02328 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.09594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),1.20481 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),1.05451 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.979277 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),1.89941 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),1.04679 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),1.04 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),2.00594 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),1.25412 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),1.04862 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.04826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.03424 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.77483 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),1.02218 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.09527 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),1.20339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),1.06872 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.978042 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),1.90172 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),1.04603 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),1.03876 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),2.00825 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),1.25332 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),1.04762 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),1.04727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.02412 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),1.76411 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),1.01745 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),1.0892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),1.19739 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),1.05321 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),1.05866 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),1.89183 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),1.04266 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),1.03587 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),1.99836 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),1.2484 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),1.04449 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),1.04414 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.04202 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),1.79863 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),1.0388 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),1.11177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),1.22305 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),1.0711 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),1.07629 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),1.0038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),1.0595 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),1.05129 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),2.02433 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),1.26939 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),1.06133 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),1.06134 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.03086 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),1.7743 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),1.02328 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),1.09594 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),1.20481 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),1.06071 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),1.06519 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.991848 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),1.92087 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),1.04 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),2.00594 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),1.25412 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),1.04862 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),1.04826 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.02412 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),1.76411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),1.01745 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),1.0892 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),1.19739 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),1.05321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),1.05866 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.986022 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),1.91068 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),1.05393 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),1.99836 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),1.2484 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),1.04449 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),1.04414 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.04202 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),1.79863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),1.0388 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),1.11177 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),1.22305 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),1.0711 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),1.07629 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),1.0038 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),1.9452 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),1.07183 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),1.06798 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),1.26939 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),1.06133 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),1.06134 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.02952 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),1.76845 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),1.02203 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),1.09137 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),1.20027 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),1.06183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),1.06106 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.988191 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),1.91502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),1.06256 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),1.05191 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),2.02739 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),1.04588 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),1.04553 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.02749 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),1.7692 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),1.02036 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),1.09257 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),1.20144 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),1.05704 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),1.06193 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.988935 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),1.91577 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),1.05776 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),1.05132 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),2.02706 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),1.26353 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),1.0462 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.02749 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.7692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),1.02036 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),1.09257 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),1.20144 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),1.05704 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),1.06193 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.988935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),1.91577 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),1.05776 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),1.05132 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),2.02706 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),1.26353 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),1.05826 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),0.654873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.617319 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.685389 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.693339 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.667516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.645543 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.621682 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.664737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.643995 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.616178 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.672356 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.655179 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.626461 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),0.624762 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),0.650796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.683698 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.679825 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.686799 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.66401 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.641142 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.619417 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.657558 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.640488 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.613229 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.661804 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.648638 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.622954 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.620894 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),0.650949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.683851 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.625555 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.690901 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.66401 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.642141 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.619417 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.657558 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.640488 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.614178 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.661804 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.65274 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.622954 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.620894 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),0.654024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.684421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.626369 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.691992 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.668057 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.643681 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.620766 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.658907 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.644536 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.614731 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.663154 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.653893 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.625653 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.623592 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),0.651102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.685152 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.625402 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.692297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.698316 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.641753 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.619417 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.658706 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.640488 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.613229 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.662953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.649618 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.622954 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.620894 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),0.655616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.686167 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.625402 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.693341 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.698606 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.683175 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.619417 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.661657 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.640962 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.613229 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.665903 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.650667 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),0.623191 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.621131 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),0.650796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
